violation_desc,issue_datetime,fine,issuing_agency,lat,lon,zip_code
OVER TIME LIMIT,2017-11-11T14:21:00Z,26,PPA,39.935585,-75.158562,19147
METER EXPIRED,2017-11-13T21:34:00Z,26,PPA,39.927072,-75.166805,19148
METER EXPIRED CC,2017-11-01T17:22:00Z,36,PPA,39.941812,-75.148948,19147
CROSSWALK,2017-11-27T14:18:00Z,51,PPA,40.021977,-75.080172,19124
METER EXPIRED,2017-11-29T13:52:00Z,26,PPA,40.036137,-75.042662,19149
METER EXPIRED CC,2017-11-10T15:17:00Z,36,PPA,39.960647,-75.167802,19103
METER EXPIRED CC,2017-11-13T17:02:00Z,36,PPA,39.955145,-75.155867,19107
EXPIRED INSPECTION,2017-11-07T20:21:00Z,41,PPA,39.941255,-75.147578,19147
PARKING PROHBITED CC,2017-11-07T06:12:00Z,51,PPA,39.94984495,-75.16831012,19103
DOUBLE PARKED,2017-11-07T07:43:00Z,51,PPA,39.99799,-75.12387,19134
PARKING PROHBITED,2017-11-07T07:54:00Z,41,PPA,39.99994,-75.109287,19134
METER EXPIRED CC,2017-11-07T21:07:00Z,36,PPA,39.950047,-75.156453,19107
METER EXPIRED CC,2017-11-14T21:42:00Z,36,PPA,39.95027,-75.156553,19107
OVER TIME LIMIT,2017-11-07T11:15:00Z,26,PPA,40.039962,-75.152713,19141
METER EXPIRED CC,2017-11-16T11:58:00Z,36,PPA,39.951627,-75.202097,19104
METER EXPIRED,2017-11-08T14:46:00Z,26,PPA,39.9273,-75.231897,19142
SIDEWALK,2017-11-29T03:42:00Z,51,POLICE,40.02287131,-75.11455347,19120
METER EXPIRED,2017-11-21T14:26:00Z,26,PPA,39.996977,-75.112627,19134
PARKING PROHBITED,2017-11-02T02:23:00Z,41,POLICE,39.95615912,-75.22162381,19139
METER EXPIRED CC,2017-11-02T19:55:00Z,36,PPA,39.94228,-75.154498,19147
BLOCKING DRIVEWAY,2017-11-22T22:10:00Z,51,POLICE,40.0289206,-75.15511527,19141
METER EXPIRED CC,2017-11-15T22:46:00Z,36,PPA,39.9416483,-75.14940018,19147
STOP PROHIBITED CC,2017-11-16T19:11:00Z,76,PPA,39.941985,-75.15224,19147
METER EXPIRED CC,2017-11-15T22:53:00Z,36,PPA,39.941375,-75.148062,19147
METER EXPIRED CC,2017-11-17T13:43:00Z,36,PPA,39.951415,-75.168638,19103
FIRE HYDRANT,2017-11-18T06:26:00Z,76,POLICE,39.9301859,-75.15817071,19147
METER EXPIRED CC,2017-11-27T09:18:00Z,36,PPA,39.953122,-75.19272,19104
PARKING PROHBITED,2017-11-02T03:22:00Z,41,POLICE,40.03461301,-75.0749964,19149
METER EXPIRED CC,2017-11-06T11:45:00Z,36,PPA,39.956198,-75.155645,19107
EXPIRED INSPECTION,2017-11-17T15:49:00Z,41,PPA,39.947277,-75.22252,19143
SIDEWALK,2017-11-16T22:25:00Z,51,POLICE,40.00756795,-75.15976598,19140
METER EXPIRED,2017-11-30T13:39:00Z,26,PPA,39.977527,-75.157993,19121
METER EXPIRED CC,2017-11-18T11:18:00Z,36,PPA,39.942587,-75.156228,19147
OVER TIME LIMIT CC,2017-11-28T12:08:00Z,36,PPA,39.958077,-75.176998,19103
METER EXPIRED CC,2017-11-11T16:59:00Z,36,PPA,39.941103,-75.144417,19147
METER EXPIRED CC,2017-11-15T23:01:00Z,36,PPA,39.941075,-75.144592,19147
OVER TIME LIMIT,2017-11-16T12:11:00Z,26,PPA,39.967868,-75.163905,19130
OVER TIME LIMIT,2017-11-16T13:24:00Z,26,PPA,39.967355,-75.171675,19130
METER EXPIRED CC,2017-11-16T20:05:00Z,36,PPA,39.955947,-75.17235,19103
PARKING PROHBITED CC,2017-11-16T09:41:00Z,51,PPA,39.948922,-75.147528,19106
STOP PROHIBITED CC,2017-11-16T10:18:00Z,76,PPA,39.9488,-75.14651,19106
METER EXPIRED CC,2017-11-26T15:10:00Z,36,PPA,39.943623,-75.16499,19147
OVER TIME LIMIT,2017-11-10T20:56:00Z,26,PPA,39.935935,-75.145178,19147
EXPIRED INSPECTION,2017-11-10T20:57:00Z,41,PPA,39.935957,-75.145213,19147
OVER TIME LIMIT,2017-11-15T11:45:00Z,26,PPA,40.0427,-75.136778,19141
OVER TIME LIMIT,2017-11-08T17:01:00Z,26,PPA,40.044202,-75.13976,19141
OVER TIME LIMIT,2017-11-09T11:32:00Z,26,PPA,40.04277663,-75.13680169,19141
METER EXPIRED CC,2017-11-07T18:17:00Z,36,PPA,39.954402,-75.192668,19104
EXPIRED INSPECTION,2017-11-30T11:15:00Z,41,PPA,39.984282,-75.16136,19121
PARKING PROHBITED,2017-11-04T07:13:00Z,41,PPA,39.93247,-75.154598,19147
FIRE HYDRANT,2017-11-03T06:52:00Z,76,POLICE,39.93145665,-75.15663853,19147
FIRE HYDRANT,2017-11-15T09:10:00Z,76,PPA,39.932617,-75.156075,19147
LOADING ZONE   CC,2017-11-16T10:47:00Z,51,PPA,39.955813,-75.175008,19103
OVER TIME LIMIT,2017-11-29T21:40:00Z,26,PPA,39.932638,-75.155517,19147
OVER TIME LIMIT,2017-11-30T21:06:00Z,26,PPA,39.932553,-75.155148,19147
METER EXPIRED CC,2017-11-07T19:08:00Z,36,PPA,39.95362,-75.19655,19104
FIRE HYDRANT,2017-11-16T13:58:00Z,76,PPA,39.964915,-75.158673,19123
OVER TIME LIMIT,2017-11-03T22:23:00Z,26,PPA,40.02743,-75.22034,19128
METER EXPIRED CC,2017-11-07T19:11:00Z,36,PPA,39.953667,-75.197192,19104
METER EXPIRED,2017-11-07T13:27:00Z,26,PPA,39.924428,-75.170982,19145
LOADING ZONE   CC,2017-11-07T13:00:00Z,51,PPA,39.9534,-75.168432,19103
EXPIRED INSPECTION,2017-11-07T13:16:00Z,41,PPA,39.950622,-75.17088,19103
EXPIRED INSPECTION,2017-11-07T13:19:00Z,41,PPA,39.950872,-75.17048,19103
PARKING PROHBITED CC,2017-11-07T13:33:00Z,51,PPA,39.95433,-75.168922,19103
METER EXPIRED CC,2017-11-07T14:44:00Z,36,PPA,39.951597,-75.169628,19103
METER EXPIRED CC,2017-11-07T16:10:00Z,36,PPA,39.941918,-75.151423,19147
METER EXPIRED CC,2017-11-02T12:07:00Z,36,PPA,39.94786,-75.144182,19106
OVER TIME LIMIT,2017-11-03T21:46:00Z,26,PPA,39.922973,-75.173353,19145
METER EXPIRED CC,2017-11-07T18:21:00Z,36,PPA,39.941737,-75.150163,19147
PASSENGR LOADNG ZONE,2017-11-07T14:59:00Z,31,PPA,39.952677,-75.167022,19102
STOP PROHIBITED CC,2017-11-07T16:18:00Z,76,PPA,39.95186,-75.16714,19102
OVER TIME LIMIT,2017-11-07T21:43:00Z,26,PPA,39.95198,-75.213688,19143
BUS ONLY ZONE,2017-11-07T15:11:00Z,51,PPA,39.972938,-75.159303,19121
METER EXPIRED,2017-11-08T14:42:00Z,26,PPA,40.00341,-75.151085,19140
METER EXPIRED,2017-11-07T15:12:00Z,26,PPA,39.972798,-75.159443,19121
PARKING PROHBITED,2017-11-01T18:03:00Z,41,POLICE,40.03301687,-75.19619487,19144
METER EXPIRED CC,2017-11-20T16:05:00Z,36,PPA,39.961575,-75.161755,19130
EXPIRED INSPECTION,2017-11-16T22:06:00Z,41,PPA,39.922277,-75.172278,19145
FIRE HYDRANT,2017-11-14T19:27:00Z,76,PPA,39.966013,-75.13846,19123
OVER TIME LIMIT,2017-11-19T20:59:00Z,26,PPA,39.93421,-75.177082,19146
METER EXPIRED CC,2017-11-03T21:51:00Z,36,PPA,39.948778,-75.170387,19103
PARKING PROHBITED CC,2017-11-08T12:55:00Z,51,PPA,39.953972,-75.17569,19103
LOADING ZONE   CC,2017-11-28T10:17:00Z,51,PPA,39.944957,-75.173293,19146
STOP PROHIBITED CC,2017-11-24T10:13:00Z,76,PPA,39.944355,-75.175078,19146
METER EXPIRED CC,2017-11-14T18:09:00Z,36,PPA,39.951735,-75.190302,19104
OVER TIME LIMIT,2017-11-01T13:32:00Z,26,PPA,39.938818,-75.160787,19147
METER EXPIRED,2017-11-11T08:49:00Z,26,PPA,39.986372,-75.247915,19151
METER EXPIRED,2017-11-07T10:15:00Z,26,PPA,39.95845,-75.22434,19139
PARKING PROHBITED CC,2017-11-24T06:30:00Z,51,PPA,39.951303,-75.167807,19103
BUS ONLY ZONE,2017-11-07T19:21:00Z,51,PPA,40.02482,-75.22184,19127
STOP PROHIBITED CC,2017-11-07T19:13:00Z,76,PPA,39.95132,-75.175618,19103
METER EXPIRED CC,2017-11-07T21:54:00Z,36,PPA,39.950138,-75.169828,19103
PARKING PROHBITED,2017-11-07T21:49:00Z,41,PPA,39.975265,-75.186648,19121
PARKING PROHBITED,2017-11-20T05:45:00Z,41,POLICE,39.97501353,-75.18504595,19121
METER EXPIRED,2017-11-29T15:32:00Z,26,PPA,40.00542974,-75.15207887,19140
PARKING PROHBITED,2017-11-07T21:52:00Z,41,PPA,39.974813,-75.185047,19121
PARKING PROHBITED,2017-11-07T07:57:00Z,41,PPA,39.999907,-75.109613,19134
STOPPING PROHIBITED,2017-11-07T08:34:00Z,51,PPA,40.020268,-75.080295,19124
EXPIRED INSPECTION,2017-11-04T09:20:00Z,41,PPA,39.941092,-75.144907,19147
METER EXPIRED,2017-11-07T10:52:00Z,26,PPA,40.008988,-75.090098,19124
METER EXPIRED,2017-11-07T10:55:00Z,26,PPA,40.008068,-75.090668,19124
METER EXPIRED,2017-11-07T11:04:00Z,26,PPA,40.008187,-75.09038,19124
PARKING PROHBITED CC,2017-11-11T22:51:00Z,51,POLICE,39.95688503,-75.15637428,19107
METER EXPIRED CC,2017-11-07T12:06:00Z,36,PPA,39.950212,-75.158022,19107
STOPPING PROHIBITED,2017-11-07T11:21:00Z,51,PPA,40.00735,-75.124773,19134
METER EXPIRED,2017-11-07T09:30:00Z,26,PPA,40.042578,-75.074388,19149
METER EXPIRED CC,2017-11-07T16:24:00Z,36,PPA,39.947003,-75.167203,19102
METER EXPIRED CC,2017-11-07T16:51:00Z,36,PPA,39.951258,-75.166068,19102
FIRE HYDRANT,2017-11-11T20:00:00Z,76,POLICE,40.0114821,-75.13799322,19140
HP RESERVED SPACE,2017-11-07T16:53:00Z,301,PPA,39.95006,-75.167607,19102
HP RESERVED SPACE,2017-11-07T15:19:00Z,301,PPA,39.951093,-75.166587,19102
FIRE HYDRANT,2017-11-07T03:51:00Z,76,POLICE,40.00964334,-75.14167029,19140
STREET CLEANING,2017-11-07T08:34:00Z,31,PPA,40.050403,-75.094855,19111
METER EXPIRED,2017-11-07T10:56:00Z,26,PPA,40.043423,-75.143768,19141
METER EXPIRED,2017-11-07T12:05:00Z,26,PPA,40.035482,-75.144715,19141
OVER TIME LIMIT CC,2017-11-07T14:46:00Z,36,PPA,39.94271,-75.150207,19147
METER EXPIRED CC,2017-11-14T13:57:00Z,36,PPA,39.941502,-75.149278,19147
STOP PROHIBITED CC,2017-11-07T13:49:00Z,76,PPA,39.942375,-75.148927,19147
METER EXPIRED CC,2017-11-07T14:55:00Z,36,PPA,39.941957,-75.152007,19147
BLOCKING DRIVEWAY,2017-11-22T09:16:00Z,51,POLICE,40.03311405,-75.07630392,19149
BUS ONLY ZONE,2017-11-22T10:00:00Z,51,POLICE,39.97720349,-75.1315843,19125
DOUBLE PARKED,2017-11-22T08:15:00Z,51,POLICE,40.03878481,-75.05151098,19149
CROSSWALK,2017-11-22T08:15:00Z,51,POLICE,40.03878481,-75.05151098,19149
DOUBLE PARKED,2017-11-22T08:05:00Z,51,POLICE,40.03878481,-75.05151098,19149
PARKING PROHBITED,2017-11-06T02:35:00Z,41,POLICE,40.02247198,-75.04500824,19135
EXPIRED INSPECTION,2017-11-08T14:50:00Z,41,POLICE,39.99917138,-75.11381466,19134
CROSSWALK,2017-11-10T01:28:00Z,51,POLICE,40.02287131,-75.11455347,19120
OVER TIME LIMIT,2017-11-20T20:07:00Z,26,PPA,39.954018,-75.214885,19139
STOP PROHIBITED CC,2017-11-08T16:38:00Z,76,PPA,39.950818,-75.167297,19102
EXPIRED INSPECTION,2017-11-24T16:04:00Z,41,PPA,39.96337,-75.169038,19130
EXPIRED INSPECTION,2017-11-24T00:00:00Z,41,POLICE,39.99794389,-75.1670561,19132
EXPIRED INSPECTION,2017-11-22T10:20:00Z,41,PPA,39.948162,-75.153868,19106
LOADING ZONE   CC,2017-11-17T09:40:00Z,51,PPA,39.956115,-75.192537,19104
METER EXPIRED CC,2017-11-07T16:58:00Z,36,PPA,39.954143,-75.188187,19104
METER EXPIRED CC,2017-11-07T17:01:00Z,36,PPA,39.954038,-75.188465,19104
STREET CLEANING,2017-11-07T08:15:00Z,31,PPA,40.058373,-75.087055,19111
OVER TIME LIMIT CC,2017-11-13T17:44:00Z,36,PPA,39.957482,-75.157355,19107
FIRE HYDRANT,2017-11-14T11:38:00Z,76,PPA,39.958492,-75.157078,19107
EXPIRED INSPECTION,2017-11-17T11:47:00Z,41,PPA,39.951615,-75.170013,19103
METER EXPIRED CC,2017-11-15T18:46:00Z,36,PPA,39.944365,-75.171273,19146
OVER TIME LIMIT,2017-11-29T18:30:00Z,26,PPA,40.03949,-75.152847,19141
OVER TIME LIMIT,2017-11-12T18:12:00Z,26,PPA,40.010517,-75.19539,19129
OVER TIME LIMIT,2017-11-17T20:43:00Z,26,PPA,40.011693,-75.194715,19129
PARKING PROHBITED CC,2017-11-24T10:05:00Z,51,PPA,39.948703,-75.147692,19106
PARKING PROHBITED,2017-11-18T04:55:00Z,41,POLICE,39.92340488,-75.18196494,19145
BUS ONLY ZONE,2017-11-01T16:08:00Z,51,PPA,40.070295,-75.157353,19150
EXPIRED INSPECTION,2017-11-21T12:11:00Z,41,PPA,39.95467,-75.16229,19107
METER EXPIRED CC,2017-11-28T21:14:00Z,36,PPA,39.941483,-75.148095,19147
STOP PROHIBITED CC,2017-11-10T09:53:00Z,76,PPA,39.95478,-75.201485,19104
PARKING PROHBITED,2017-11-02T15:22:00Z,41,PPA,39.9488,-75.209147,19104
METER EXPIRED,2017-11-20T16:38:00Z,26,PPA,40.037882,-75.144578,19141
METER EXPIRED CC,2017-11-14T11:52:00Z,36,PPA,39.947118,-75.169708,19103
OVER TIME LIMIT,2017-11-04T11:17:00Z,26,PPA,39.925495,-75.15539,19148
METER EXPIRED CC,2017-11-13T17:40:00Z,36,PPA,39.95387,-75.200743,19104
METER EXPIRED CC,2017-11-06T15:11:00Z,36,PPA,39.942532,-75.156495,19147
PASSENGR LOADNG ZONE,2017-11-09T15:07:00Z,31,PPA,39.96021,-75.167377,19130
METER EXPIRED CC,2017-11-13T20:16:00Z,36,PPA,39.941063,-75.149242,19147
OVER TIME LIMIT,2017-11-11T21:52:00Z,26,PPA,40.031375,-75.218513,19128
METER EXPIRED CC,2017-11-14T17:05:00Z,36,PPA,39.948695,-75.153102,19106
METER EXPIRED CC,2017-11-22T12:28:00Z,36,PPA,39.963065,-75.167205,19130
PARKING PROHBITED CC,2017-11-09T09:37:00Z,51,PPA,39.951578,-75.167372,19102
PARKING PROHBITED,2017-11-14T08:20:00Z,41,PPA,39.987225,-75.108838,19134
METER EXPIRED CC,2017-11-19T13:09:00Z,36,PPA,39.954657,-75.193848,19104
METER EXPIRED,2017-11-29T13:38:00Z,26,PPA,40.050583,-75.094587,19111
FIRE HYDRANT,2017-11-14T08:19:00Z,76,POLICE,39.92491699,-75.17882282,19145
METER EXPIRED CC,2017-11-28T13:13:00Z,36,PPA,39.94508,-75.170155,19146
METER EXPIRED CC,2017-11-12T16:07:00Z,36,PPA,39.945247,-75.142442,19106
STOP PROHIBITED CC,2017-11-13T09:05:00Z,76,PPA,39.944693,-75.143912,19106
FIRE HYDRANT,2017-11-24T07:21:00Z,76,POLICE,39.98138745,-75.10860812,19134
OVER TIME LIMIT,2017-11-01T17:19:00Z,26,PPA,40.039845,-75.152723,19141
OVER TIME LIMIT,2017-11-14T11:45:00Z,26,PPA,40.03994,-75.152735,19141
EXPIRED INSPECTION,2017-11-15T12:24:00Z,41,PPA,39.961042,-75.156228,19123
BLOCKING DRIVEWAY CC,2017-11-20T08:20:00Z,76,POLICE,39.96586595,-75.16402021,19130
STOPPING PROHIBITED,2017-11-01T15:16:00Z,51,PPA,39.960088,-75.224912,19139
STOPPING PROHIBITED,2017-11-03T12:23:00Z,51,PPA,39.956958,-75.22562,19139
OVER TIME LIMIT,2017-11-02T12:07:00Z,26,PPA,39.923018,-75.16743,19148
METER EXPIRED CC,2017-11-16T20:15:00Z,36,PPA,39.94205,-75.153095,19147
STOPPING PROHIBITED,2017-11-07T12:43:00Z,51,PPA,39.9608,-75.243103,19139
METER EXPIRED CC,2017-11-17T14:40:00Z,36,PPA,39.953297,-75.197837,19104
STREET CLEANING,2017-11-07T08:17:00Z,31,PPA,40.05894,-75.086508,19111
OVER TIME LIMIT,2017-11-07T12:50:00Z,26,PPA,39.96099,-75.244725,19139
OVER TIME LIMIT,2017-11-21T10:33:00Z,26,PPA,39.91998,-75.16847,19148
FIRE HYDRANT,2017-11-03T14:28:00Z,76,PPA,40.050383,-75.064903,19149
OVER TIME LIMIT,2017-11-27T16:40:00Z,26,PPA,39.936063,-75.16312,19147
METER EXPIRED CC,2017-11-07T13:24:00Z,36,PPA,39.953765,-75.202783,19104
EXPIRED INSPECTION,2017-11-07T12:34:00Z,41,PPA,39.95177,-75.202272,19104
OVER TIME LIMIT,2017-11-27T11:20:00Z,26,PPA,40.02388,-75.081643,19124
BUS ONLY ZONE,2017-11-11T11:20:00Z,51,PPA,39.928007,-75.230905,19142
METER EXPIRED CC,2017-11-30T14:29:00Z,36,PPA,39.960295,-75.162023,19130
METER EXPIRED,2017-11-11T13:36:00Z,26,PPA,39.929362,-75.228977,19142
PARKING PROHBITED,2017-11-07T07:23:00Z,41,PPA,39.92587743,-75.22509618,19142
METER EXPIRED CC,2017-11-20T12:04:00Z,36,PPA,39.954562,-75.192765,19104
METER EXPIRED CC,2017-11-16T15:34:00Z,36,PPA,39.942123,-75.153377,19147
METER EXPIRED CC,2017-11-15T15:08:00Z,36,PPA,39.950462,-75.170365,19103
PARKING PROHBITED,2017-11-03T19:20:00Z,41,POLICE,39.99282435,-75.16818743,19132
EXPIRED INSPECTION,2017-11-30T11:23:00Z,41,PPA,39.945488,-75.15064,19106
METER EXPIRED CC,2017-11-09T16:46:00Z,36,PPA,39.949078,-75.168883,19103
BUS ONLY ZONE   CC,2017-11-30T12:49:00Z,76,PPA,39.945927,-75.154698,19106
OVER TIME LIMIT,2017-11-06T19:51:00Z,26,PPA,39.940428,-75.180862,19146
METER EXPIRED CC,2017-11-07T15:39:00Z,36,PPA,39.951613,-75.2025,19104
SCHOOL ZONE,2017-11-27T07:45:00Z,36,PPA,39.941772,-75.1769,19146
PARKING PROHBITED,2017-11-27T02:30:00Z,41,POLICE,39.95734739,-75.22238902,19139
EXPIRED INSPECTION,2017-11-27T02:30:00Z,41,POLICE,39.95734739,-75.22238902,19139
METER EXPIRED,2017-11-18T14:40:00Z,26,PPA,40.035583,-75.042055,19135
METER EXPIRED CC,2017-11-04T08:39:00Z,36,PPA,39.94679,-75.153708,19106
STOPPING PROHIBITED,2017-11-19T04:34:00Z,51,POLICE,39.96435283,-75.19166235,19104
CROSSWALK,2017-11-22T20:56:00Z,51,POLICE,40.03395449,-75.05731609,19149
METER EXPIRED CC,2017-11-07T15:32:00Z,36,PPA,39.950003,-75.156462,19107
PARKING PROHBITED CC,2017-11-07T08:43:00Z,51,PPA,39.95428876,-75.17057817,19103
METER EXPIRED CC,2017-11-07T19:04:00Z,36,PPA,39.950907,-75.166767,19102
STOP PROHIBITED CC,2017-11-07T19:06:00Z,76,PPA,39.950918,-75.167203,19102
METER EXPIRED CC,2017-11-07T19:26:00Z,36,PPA,39.947707,-75.166443,19102
EXPIRED INSPECTION,2017-11-29T21:30:00Z,41,POLICE,39.924571,-75.2378428,19142
STOP PROHIBITED CC,2017-11-17T07:30:00Z,76,PPA,39.948742,-75.164252,19107
PASSENGR LOADNG ZONE,2017-11-28T10:09:00Z,31,PPA,39.948727,-75.167443,19102
BUS ONLY ZONE,2017-11-29T19:13:00Z,51,PPA,39.92758,-75.155683,19148
EXPIRED INSPECTION,2017-11-30T12:27:00Z,41,PPA,39.96873,-75.17701,19130
PARKING PROHBITED CC,2017-11-21T11:06:00Z,51,PPA,39.946712,-75.182857,19146
EXPIRED INSPECTION,2017-11-05T16:19:00Z,41,PPA,39.9528,-75.190577,19104
EXPIRED INSPECTION,2017-11-16T16:21:00Z,41,PPA,39.939573,-75.14597,19147
EXPIRED INSPECTION,2017-11-16T13:09:00Z,41,PPA,39.942328,-75.14946,19147
BUS ONLY ZONE,2017-11-16T10:42:00Z,51,PPA,39.9563,-75.239552,19139
OVER TIME LIMIT,2017-11-16T12:23:00Z,26,PPA,39.953387,-75.227215,19143
METER EXPIRED CC,2017-11-16T17:54:00Z,36,PPA,39.956348,-75.161375,19107
EXPIRED INSPECTION,2017-11-16T15:41:00Z,41,PPA,39.96288,-75.13491,19123
METER EXPIRED CC,2017-11-16T12:50:00Z,36,PPA,39.948165,-75.149343,19106
METER EXPIRED,2017-11-13T17:32:00Z,26,PPA,40.026628,-75.226208,19127
BUS ONLY ZONE,2017-11-18T14:59:00Z,51,PPA,39.96966007,-75.14514768,19123
METER EXPIRED,2017-11-29T17:08:00Z,26,PPA,40.026103,-75.132685,19120
OVER TIME LIMIT,2017-11-13T13:19:00Z,26,PPA,39.92686,-75.233522,19142
SIDEWALK,2017-11-19T09:10:00Z,51,POLICE,39.91880923,-75.14977694,19148
OVER TIME LIMIT CC,2017-11-24T13:08:00Z,36,PPA,39.958455,-75.174708,19103
METER EXPIRED CC,2017-11-28T17:32:00Z,36,PPA,39.94609,-75.156412,19107
PARKING PROHBITED,2017-11-10T19:52:00Z,41,POLICE,40.01774882,-75.15811463,19140
PARKING PROHBITED,2017-11-22T14:16:00Z,41,POLICE,40.009945,-75.17408536,19129
SCHOOL ZONE,2017-11-15T07:35:00Z,36,PPA,40.020262,-75.05795,19135
SCHOOL ZONE,2017-11-22T07:42:00Z,36,PPA,40.020192,-75.057975,19135
STOP PROHIBITED CC,2017-11-03T11:30:00Z,76,PPA,39.950865,-75.170027,19103
EXPIRED INSPECTION,2017-11-24T00:00:00Z,41,POLICE,39.9983687,-75.170255,19132
EXPIRED INSPECTION,2017-11-26T21:14:00Z,41,POLICE,39.98521844,-75.16544946,19121
EXPIRED INSPECTION,2017-11-24T00:00:00Z,41,POLICE,39.99750344,-75.16357381,19132
PARKING PROHBITED CC,2017-11-25T20:30:00Z,51,PPA,39.954717,-75.15001,19106
SCHOOL ZONE,2017-11-17T08:02:00Z,36,PPA,39.98254,-75.162002,19121
CROSSWALK,2017-11-15T09:00:00Z,51,POLICE,39.98217624,-75.16086338,19121
STOPPING PROHIBITED,2017-11-02T13:06:00Z,51,PPA,40.020258,-75.080283,19124
DOUBLE PARKED,2017-11-03T08:46:00Z,51,POLICE,39.99815788,-75.1686619,19132
FIRE HYDRANT,2017-11-05T07:40:00Z,76,POLICE,40.02858422,-75.21990802,19128
METER EXPIRED CC,2017-11-22T14:57:00Z,36,PPA,39.953478,-75.173397,19103
METER EXPIRED CC,2017-11-30T21:32:00Z,36,PPA,39.945048,-75.156508,19107
METER EXPIRED CC,2017-11-09T11:59:00Z,36,PPA,39.955947,-75.198487,19104
METER EXPIRED CC,2017-11-27T12:06:00Z,36,PPA,39.948923,-75.167647,19102
METER EXPIRED CC,2017-11-27T12:13:00Z,36,PPA,39.947765,-75.169497,19103
METER EXPIRED CC,2017-11-27T13:31:00Z,36,PPA,39.94852,-75.168362,19103
EXPIRED INSPECTION,2017-11-27T19:09:00Z,41,PPA,39.949642,-75.159877,19107
METER EXPIRED CC,2017-11-27T19:21:00Z,36,PPA,39.950832,-75.162443,19107
METER EXPIRED,2017-11-16T17:55:00Z,26,PPA,39.925158,-75.169513,19145
STOPPING PROHIBITED,2017-11-03T07:59:00Z,51,PPA,39.94052,-75.17798,19146
OVER TIME LIMIT,2017-11-12T17:10:00Z,26,PPA,39.940557,-75.178592,19146
OVER TIME LIMIT,2017-11-28T21:28:00Z,26,PPA,39.940577,-75.178333,19146
STOP PROHIBITED CC,2017-11-28T10:49:00Z,76,PPA,39.951827,-75.150225,19106
STOP PROHIBITED CC,2017-11-27T20:23:00Z,76,PPA,39.95116,-75.173725,19103
METER EXPIRED CC,2017-11-08T20:18:00Z,36,PPA,39.95425,-75.178352,19103
METER EXPIRED CC,2017-11-09T13:09:00Z,36,PPA,39.953245,-75.178053,19103
METER EXPIRED CC,2017-11-14T20:53:00Z,36,PPA,39.94361,-75.164822,19147
METER EXPIRED CC,2017-11-29T15:25:00Z,36,PPA,39.953528,-75.178003,19103
BUS ONLY ZONE,2017-11-22T09:43:00Z,51,PPA,39.928765,-75.173695,19145
EXPIRED INSPECTION,2017-11-22T09:44:00Z,41,PPA,39.928702,-75.173687,19145
OVER TIME LIMIT,2017-11-20T12:14:00Z,26,PPA,39.94970867,-75.20925384,19104
OVER TIME LIMIT,2017-11-02T10:59:00Z,26,PPA,40.039818,-75.152778,19141
METER EXPIRED CC,2017-11-01T15:37:00Z,36,PPA,39.948475,-75.142402,19106
SCHOOL ZONE,2017-11-22T10:34:00Z,36,PPA,39.956945,-75.239742,19139
PARKING PROHBITED,2017-11-13T08:40:00Z,41,POLICE,39.92651989,-75.1589782,19148
METER EXPIRED CC,2017-11-03T11:36:00Z,36,PPA,39.954215,-75.17709,19103
METER EXPIRED CC,2017-11-07T13:19:00Z,36,PPA,39.95366,-75.17778,19103
METER EXPIRED CC,2017-11-10T12:46:00Z,36,PPA,39.954222,-75.177473,19103
METER EXPIRED,2017-11-08T09:48:00Z,26,PPA,39.957262,-75.202887,19104
METER EXPIRED CC,2017-11-09T17:01:00Z,36,PPA,39.945018,-75.160883,19107
EXPIRED INSPECTION,2017-11-22T11:41:00Z,41,PPA,39.994837,-75.116367,19134
METER EXPIRED,2017-11-22T11:42:00Z,26,PPA,39.994795,-75.116432,19134
EXPIRED INSPECTION,2017-11-07T19:45:00Z,41,PPA,39.953723,-75.192067,19104
METER EXPIRED CC,2017-11-04T16:34:00Z,36,PPA,39.947663,-75.153132,19106
OVER TIME LIMIT,2017-11-07T13:03:00Z,26,PPA,40.005968,-75.155228,19140
OVER TIME LIMIT,2017-11-09T13:20:00Z,26,PPA,40.00586,-75.15529,19140
OVER TIME LIMIT,2017-11-27T16:04:00Z,26,PPA,40.05201,-75.185007,19119
EXPIRED INSPECTION,2017-11-27T16:10:00Z,41,PPA,40.045507,-75.182018,19144
BUS ONLY ZONE,2017-11-25T08:26:00Z,51,POLICE,39.97578928,-75.18320745,19121
EXPIRED INSPECTION,2017-11-16T12:46:00Z,41,PPA,39.956752,-75.19704,19104
METER EXPIRED CC,2017-11-16T13:17:00Z,36,PPA,39.954865,-75.194382,19104
METER EXPIRED,2017-11-08T15:13:00Z,26,PPA,39.953133,-75.203537,19104
PARKING PROHBITED CC,2017-11-13T09:45:00Z,51,PPA,39.949823,-75.167633,19103
OVER TIME LIMIT,2017-11-28T08:27:00Z,26,PPA,39.957308,-75.221808,19139
METER EXPIRED,2017-11-06T13:32:00Z,26,PPA,40.076348,-75.206845,19118
METER EXPIRED CC,2017-11-27T15:30:00Z,36,PPA,39.952217,-75.172887,19103
EXPIRED INSPECTION,2017-11-27T16:54:00Z,41,PPA,39.952033,-75.173813,19103
METER EXPIRED,2017-11-06T12:37:00Z,26,PPA,39.928945,-75.22965,19142
OVER TIME LIMIT,2017-11-07T13:20:00Z,26,PPA,40.001873,-75.150577,19140
PASSENGR LOADNG ZONE,2017-11-07T11:04:00Z,31,PPA,39.95458,-75.204992,19104
